meta_doi,meta_instrument_name,scale_name,item_text,database,corpus,url
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to stand up on tiptoes?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to stand up on tiptoes?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to stand without losing your balance for several minutes?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to stand without losing your balance for several minutes?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to hold a plate full of food?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to stand unsupported for 10 minutes?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to stand unsupported for 10 minutes?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to turn faucets on and off?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to stand for one hour?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to stand for one hour?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to go for a walk of at least 15 minutes?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,PROMIS Item Bank v2.0 – Physical Function – Short Form 6b,total_scale,Are you able to go for a walk of at least 15 minutes?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-05/physical-function-6b-cdes
NA,Physical Function (PF),total_scale,Are you able to go for a walk of at least 15 minutes?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to stand unsupported for 30 minutes?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to stand unsupported for 30 minutes?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to squeeze a new tube of toothpaste?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to turn from side to side in bed?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to tie your shoelaces?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to push an empty refrigerator forward 1 yard (1 m)?.,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to wash and dry your body?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.0 - Physical Function Upper Extremity - Short Form 7a,total_scale,Are you able to wash your back?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-upper-extremity-7a-cde
NA,Physical Function (PF),total_scale,Are you able to wash your back?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to pour liquid from a bottle into a glass?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to be out of bed most of the day?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to climb the stairs of a 10-story building without stopping?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to climb the stairs of a 10-story building without stopping?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.0 – Physical Function – Short Form 6b,total_scale,Are you able to run errands and shop?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-05/physical-function-6b-cdes
NA,Physical Function (PF),total_scale,Are you able to run errands and shop?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.0 - Physical Function Upper Extremity - Short Form 7a,total_scale,Are you able to change a light bulb overhead?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-upper-extremity-7a-cde
NA,Physical Function (PF),total_scale,Are you able to change a light bulb overhead?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to jump up and down?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to jump up and down?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to carry a 50 lb (25 kg) bag of sand 25 yards (25 m)?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to pick up coins from a table top?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.0 – Physical Function – Short Form 6b,total_scale,Are you able to do chores such as vacuuming or yard work?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-05/physical-function-6b-cdes
NA,Physical Function (PF),total_scale,Are you able to do chores such as vacuuming or yard work?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to paint the walls of a room with a brush or roller for 2 hours without stopping to rest?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to open a new milk carton?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to pull a sled or a wagon with two children (total 100 lbs/50 kg) for 100 yards (100 m)?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to brush your teeth?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to jump over an object that is 1 foot (30 cm) tall?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to jump over an object that is 1 foot (30 cm) tall?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to tie a knot or a bow?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to rake leaves or sweep for an hour without stopping to rest?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to jump over a puddle that is 3 feet (1 m) wide?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to dig a 2-foot (1/2 m) deep hole in the dirt with a shovel?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to stand up from a push-up position five times quickly?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to cut a piece of paper with scissors?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Does your health now limit you in opening a previously opened jar?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to walk briskly for 20 minutes without stopping to rest?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to walk briskly for 20 minutes without stopping to rest?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to stand on one foot with your eyes closed for 30 seconds?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to stand on one foot with your eyes closed for 30 seconds?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to water a house plant?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to bend or twist your back?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to continuously swing a baseball bat or tennis racket back and forth for 5 minutes?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to use a hammer to pound a nail?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to jump 2 feet (60 cm) high?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to jump 2 feet (60 cm) high?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to walk across a balance beam?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to walk across a balance beam?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Does your health now limit you in getting in and out of the bathtub?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,"Does your health now limit you in
climbing one flight of stairs?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Does your health now limit you in climbing one flight of stairs?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,The World Health Organization Quality of Life (WHOQOL-BREF),total_scale,How well are you able to get around?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/whoqol-bref-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to run on uneven ground?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to run on uneven ground?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,"Does your health now limit you in hiking a couple of miles (3 km) on uneven surfaces, including hills?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,"Does your health now limit you in hiking a couple of miles (3 km) on uneven surfaces, including hills?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Does your health now limit you in putting a trash bag outside?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Does your health now limit you in climbing several flights of stairs?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Does your health now limit you in climbing several flights of stairs?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,"Does your health now limit you in
walking more than a mile (1.6 km)?",NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Does your health now limit you in walking more than a mile (1.6 km)?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to run or jog for two miles (3km)?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to run or jog for 2 miles (3 km)?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,EQ-5D-5L (5-item),total_scale,How is your mobility?,CatalogueMentalHealth,larsen_corpus,https://www.cataloguementalhealth.ac.uk/?content=study&studyid=ADVANCE
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Are you able to walk in a straight line putting one foot in front of the other (heel to toe) for 5 yards (5 m)?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
NA,Physical Function (PF),total_scale,Are you able to walk in a straight line putting one foot in front of the other (heel to toe) for 5 yards (5 m)?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,Physical Function (PF),total_scale,Are you able to change the bulb in a table lamp?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-physical-functional-cat-cde
NA,PROMIS Item Bank v2.1 - Mobility,total_scale,Does your health now limit you in going for a short walk (less than 15 minutes)?,NIHHeal,larsen_corpus,https://heal.nih.gov/files/CDEs/2023-09/promis-mobility-cde
